Card Name,Card Code,Copies Possessed (out of 3),Promo Obtain Source (if PR in code)
"XII. Wolfraud, The Hanged Man",BP10-SL01EN,0,
"XII. Wolfraud, The Hanged Man",BP10-SL02EN,0,
"Lucille, Keeper of Relics",BP10-SL03EN,0,
"Spinaria & Lucille, Keepers",BP10-SL04EN,0,
"VII. Oluon, The Chariot",BP10-SL05EN,0,
"VII. Oluon, Runaway Chariot",BP10-SL06EN,0,
"Alyaska, War Hawker",BP10-SL07EN,0,
"Alyaska, War Hawker",BP10-SL08EN,0,
"0. Lhynkal, The Fool",BP10-SL09EN,0,
"0. Lhynkal, The Fool",BP10-SL10EN,0,
"Runie, Resolute Diviner",BP10-SL11EN,0,
"XI. Erntz, Justice",BP10-SL12EN,0,
"XI. Erntz, Justice",BP10-SL13EN,0,
"Aiela, Devoted Knight",BP10-SL14EN,0,
"Lævateinn Dragon, Dual Form α",BP10-SL15EN,0,
"Lævateinn Dragon, Dual Form β",BP10-SL16EN,0,
"Lævateinn Dragon, Dual Form γ",BP10-SL17EN,0,
"VI. Milteo, The Lovers",BP10-SL18EN,0,
"VI. Milteo, The Lovers",BP10-SL19EN,0,
"XIV. Luzen, Temperance",BP10-SL20EN,0,
Sincere Masquerade Ghost,BP10-SL21EN,0,
"VIII. Sofina, Strength",BP10-SL22EN,0,
"VIII. Sofina, Strength",BP10-SL23EN,0,
"X. Slaus, Wheel of Fortune",BP10-SL24EN,0,
"XXI. Zelgenea, The World",BP10-SL25EN,0,
"XXI. Zelgenea, O Great World",BP10-SL26EN,0,
Exterminus Weapon,BP10-T01EN,0,
Devoted Dragon,BP10-T02EN,0,
Fairy,BP10-T03EN,0,
Knight,BP10-T04EN,0,
Steelclad Knight,BP10-T05EN,0,
Shield Guardian,BP10-T06EN,0,
Magic Sediment,BP10-T07EN,0,
Magical Pawn,BP10-T08EN,0,
Draconic Weapon,BP10-T09EN,0,
Ghost,BP10-T10EN,0,
Gargantuan Ghost,BP10-T11EN,0,
Holy Falcon,BP10-T12EN,0,
Holy Tiger,BP10-T13EN,0,
Ancient Artifact,BP10-T14EN,0,
Mystic Artifact,BP10-T15EN,0,
"XII. Wolfraud, The Hanged Man",BP10-U01EN,0,
"VII. Oluon, The Chariot",BP10-U02EN,0,
"0. Lhynkal, The Fool",BP10-U03EN,0,
"XI. Erntz, Justice",BP10-U04EN,0,
"VI. Milteo, The Lovers",BP10-U05EN,0,
"VIII. Sofina, Strength",BP10-U06EN,0,
"XXI. Zelgenea, The World",BP10-U07EN,0,
"Loxis, Homestead Pioneer",BP11-001EN,0,
"Loxis, Homestead Pioneer",BP11-002EN,0,
"Shamu & Shama, Posh Felines",BP11-003EN,0,
Terrorformer,BP11-004EN,0,
Terrorformer,BP11-005EN,0,
Giant Pastures,BP11-006EN,0,
Fairy Flowering,BP11-007EN,0,
Varmint Hunter,BP11-008EN,0,
Varmint Hunter,BP11-009EN,0,
Stringmaster,BP11-010EN,0,
Corrosive Thorns,BP11-011EN,0,
Lookout Elf,BP11-012EN,0,
Lookout Elf,BP11-013EN,0,
Cactus Cowboy,BP11-014EN,0,
Nature's Warden,BP11-015EN,0,
Hornet Strike,BP11-016EN,0,
Scavenge,BP11-017EN,0,
"Nahtnaught, Cursed Queen",BP11-018EN,0,
"Bunny & Baron, Specter Duo",BP11-019EN,0,
"Bunny & Baron, Specter Duo",BP11-020EN,0,
"Reinhardt, the Deathless",BP11-021EN,0,
"Reinhardt, the Deathless",BP11-022EN,0,
Radical Gunslinger,BP11-023EN,0,
Tyrant's Order,BP11-024EN,0,
Stalwart Slinger,BP11-025EN,0,
Stalwart Slinger,BP11-026EN,0,
Outlaw Gunner,BP11-027EN,0,
Desperados' Shot,BP11-028EN,0,
Shinobi Tanuki,BP11-029EN,0,
Shinobi Tanuki,BP11-030EN,0,
Naht's Henchman,BP11-031EN,0,
Frontline Instructor,BP11-032EN,0,
Bandit Raid,BP11-033EN,0,
Dramatic Retreat,BP11-034EN,0,
"Vincent, the Peacekeeper",BP11-035EN,0,
"Vincent, the Peacekeeper",BP11-036EN,0,
"Maiser, Neighborhood Hero",BP11-037EN,0,
Magical Gunslinger,BP11-038EN,0,
Magical Gunslinger,BP11-039EN,0,
Transcendent Simulacrum,BP11-040EN,0,
Words of Judgment,BP11-041EN,0,
Artistic Arcanist,BP11-042EN,0,
Artistic Arcanist,BP11-043EN,0,
Golem Marshal,BP11-044EN,0,
Rapid Fire,BP11-045EN,0,
Crystal Fencer,BP11-046EN,0,
Crystal Fencer,BP11-047EN,0,
Rivaylian Deputy,BP11-048EN,0,
Mirror Witch,BP11-049EN,0,
Terra Nova,BP11-050EN,0,
Scorching Blast,BP11-051EN,0,
"Reggie, Peerless Artisan",BP11-052EN,0,
"Reggie, Peerless Artisan",BP11-053EN,0,
Resplendent Phoenix,BP11-054EN,0,
Georgius,BP11-055EN,0,
Georgius,BP11-056EN,0,
Balefire Wrenchsmith,BP11-057EN,0,
Dragon-Devouring Dread,BP11-058EN,0,
Azureflame Dragonewt,BP11-059EN,0,
Azureflame Dragonewt,BP11-060EN,0,
Dragonfolk Artificer,BP11-061EN,0,
Draconic Call,BP11-062EN,0,
Mermaid Guide,BP11-063EN,0,
Mermaid Guide,BP11-064EN,0,
Wyrmfire Engineer,BP11-065EN,0,
Pumpkin Dragon,BP11-066EN,0,
Wavecrest Angler,BP11-067EN,0,
Thunderous Roar,BP11-068EN,0,
"Iceschillendrig, Gilded Autocrat",BP11-069EN,0,
"Iceschillendrig, Gilded Autocrat",BP11-070EN,0,
"Illganeau, Horror Astray",BP11-071EN,0,
"Hazhan, Demonblade Knight",BP11-072EN,0,
"Hazhan, Demonblade Knight",BP11-073EN,0,
Greatpick Corpse,BP11-074EN,0,
Dead to Rights,BP11-075EN,0,
Wretch,BP11-076EN,0,
Wretch,BP11-077EN,0,
Gold Mine Necromancer,BP11-078EN,0,
Wretched Tryst,BP11-079EN,0,
Redcap,BP11-080EN,0,
Redcap,BP11-081EN,0,
Skeleton Dreamer,BP11-082EN,0,
Fulminating Berserker,BP11-083EN,0,
Grudge Teller,BP11-084EN,0,
Spiderweb Array,BP11-085EN,0,
"Selena, Sugarkiss Assassin",BP11-086EN,0,
"Anvelt, Judgment's Cannon",BP11-087EN,0,
"Anvelt, Judgment's Cannon",BP11-088EN,0,
Vengeful Sniper,BP11-089EN,0,
Vengeful Sniper,BP11-090EN,0,
Paladin of Clemency,BP11-091EN,0,
Holy Sanctuary,BP11-092EN,0,
Set,BP11-093EN,0,
Set,BP11-094EN,0,
Shady Priest,BP11-095EN,0,
Haven Fire,BP11-096EN,0,
Enchanted Knight,BP11-097EN,0,
Enchanted Knight,BP11-098EN,0,
Revolver Eagle,BP11-099EN,0,
Sacred Stone Apostle,BP11-100EN,0,
Benevolent Blight,BP11-101EN,0,
Pure Metamorphosis,BP11-102EN,0,
"Sylvia, Grand Arbiter",BP11-103EN,0,
"Sylvia, Grand Arbiter",BP11-104EN,0,
Quixotic Adventurer,BP11-105EN,0,
Quixotic Adventurer,BP11-106EN,0,
Goblin Queen,BP11-107EN,0,
Embodiment of Cocytus,BP11-108EN,0,
Wandering Chef,BP11-109EN,0,
Wandering Chef,BP11-110EN,0,
Supercharged Guitarist,BP11-111EN,0,
Titanic Showdown,BP11-112EN,0,
Rivaylian Bandit,BP11-113EN,0,
Rivaylian Bandit,BP11-114EN,0,
Vagabond Lizard,BP11-115EN,0,
Spice Shower,BP11-116EN,0,
Terrorformer,BP11-P01EN,0,
Terrorformer,BP11-P02EN,0,
Varmint Hunter,BP11-P03EN,0,
Varmint Hunter,BP11-P04EN,0,
Tyrant's Order,BP11-P05EN,0,
Desperados' Shot,BP11-P06EN,0,
Naht's Henchman,BP11-P07EN,0,
Dramatic Retreat,BP11-P08EN,0,
Magical Gunslinger,BP11-P09EN,0,
Magical Gunslinger,BP11-P10EN,0,
Words of Judgment,BP11-P11EN,0,
Rapid Fire,BP11-P12EN,0,
Georgius,BP11-P13EN,0,
Georgius,BP11-P14EN,0,
Dragonfolk Artificer,BP11-P15EN,0,
Wyrmfire Engineer,BP11-P16EN,0,
Dead to Rights,BP11-P17EN,0,
Wretch,BP11-P18EN,0,
Wretch,BP11-P19EN,0,
Wretched Tryst,BP11-P20EN,0,
Vengeful Sniper,BP11-P21EN,0,
Vengeful Sniper,BP11-P22EN,0,
Haven Fire,BP11-P23EN,0,
Benevolent Blight,BP11-P24EN,0,
Wandering Chef,BP11-P25EN,0,
Wandering Chef,BP11-P26EN,0,
Rivaylian Bandit,BP11-P27EN,0,
Rivaylian Bandit,BP11-P28EN,0,
"Val, Trusty Getaway Car",BP11-P29EN,0,
Magitrain,BP11-P30EN,0,
Dutiful Steed,BP11-P31EN,0,
Bullet Bike,BP11-P32EN,0,
Arcane Personnel Carrier,BP11-P33EN,0,
"Loxis, Homestead Pioneer",BP11-SL01EN,0,
"Loxis, Homestead Pioneer",BP11-SL02EN,0,
"Shamu & Shama, Posh Felines",BP11-SL03EN,0,
"Nahtnaught, Cursed Queen",BP11-SL04EN,0,
"Bunny & Baron, Specter Duo",BP11-SL05EN,0,
"Bunny & Baron, Specter Duo",BP11-SL06EN,0,
"Vincent, the Peacekeeper",BP11-SL07EN,0,
"Vincent, the Peacekeeper",BP11-SL08EN,0,
"Maiser, Neighborhood Hero",BP11-SL09EN,0,
"Reggie, Peerless Artisan",BP11-SL10EN,0,
"Reggie, Peerless Artisan",BP11-SL11EN,0,
Resplendent Phoenix,BP11-SL12EN,0,
"Iceschillendrig, Gilded Autocrat",BP11-SL13EN,0,
"Iceschillendrig, Gilded Autocrat",BP11-SL14EN,0,
"Illganeau, Horror Astray",BP11-SL15EN,0,
"Selena, Sugarkiss Assassin",BP11-SL16EN,0,
"Anvelt, Judgment's Cannon",BP11-SL17EN,0,
"Anvelt, Judgment's Cannon",BP11-SL18EN,0,
"Sylvia, Grand Arbiter",BP11-SL19EN,0,
"Sylvia, Grand Arbiter",BP11-SL20EN,0,
"Nahtnaught, Cursed Queen",BP11-SP01EN,0,
Dark Dragoon Forte,BP11-SP02EN,0,
"Val, Trusty Getaway Car",BP11-T01EN,0,
Magitrain,BP11-T02EN,0,
Dutiful Steed,BP11-T03EN,0,
Bullet Bike,BP11-T04EN,0,
Arcane Personnel Carrier,BP11-T05EN,0,
Fairy,BP11-T06EN,0,
Steelclad Knight,BP11-T07EN,0,
Magic Sediment,BP11-T08EN,0,
Holy Falcon,BP11-T09EN,0,
Holy Tiger,BP11-T10EN,0,
Puppet,BP11-T11EN,0,
"Shamu & Shama, Posh Felines",BP11-U01EN,0,
"Nahtnaught, Cursed Queen",BP11-U02EN,0,
"Maiser, Neighborhood Hero",BP11-U03EN,0,
Resplendent Phoenix,BP11-U04EN,0,
"Iceschillendrig, Gilded Autocrat",BP11-U05EN,0,
"Selena, Sugarkiss Assassin",BP11-U06EN,0,
"Sylvia, Grand Arbiter",BP11-U07EN,0,
Awakened Gaia,BP12-001EN,0,
Elf Queen of Abundant Life,BP12-002EN,0,
Elf Queen of Abundant Life,BP12-003EN,0,
"Carbuncle, Immortal Jewel",BP12-004EN,0,
"Carbuncle, Immortal Jewel",BP12-005EN,0,
"Irene, Harvest Defender",BP12-006EN,0,
Intertwined Resolve,BP12-007EN,0,
Forest Defender,BP12-008EN,0,
Forest Defender,BP12-009EN,0,
Windfall Fay,BP12-010EN,0,
Aria's Whirlwind,BP12-011EN,0,
Forest Hatcheteer,BP12-012EN,0,
Forest Hatcheteer,BP12-013EN,0,
Springleaf Sprite,BP12-014EN,0,
Elven Pikeman,BP12-015EN,0,
Fairy Officer,BP12-016EN,0,
Fairy Menhir,BP12-017EN,0,
"Patrick, Rhiceros Knight",BP12-018EN,0,
"Patrick, Rhiceros Knight",BP12-019EN,0,
"Lecia, Sky Saber",BP12-020EN,0,
Ironfist Beast Warrior,BP12-021EN,0,
Ironfist Beast Warrior,BP12-022EN,0,
"Alwida, Pirate Queen",BP12-023EN,0,
Stroke of Conviction,BP12-024EN,0,
"Nano, the Dawnblade",BP12-025EN,0,
"Nano, the Dawnblade",BP12-026EN,0,
Panther Scout,BP12-027EN,0,
King's Welcome,BP12-028EN,0,
"Lilje, Butler of the Mists",BP12-029EN,0,
"Lilje, Butler of the Mists",BP12-030EN,0,
"Sheena, Maid of the Mists",BP12-031EN,0,
Wolf Fang Swordsman,BP12-032EN,0,
Splendid Fencer,BP12-033EN,0,
Ivory Sword Dance,BP12-034EN,0,
"Belphomet, Worldreaver",BP12-035EN,0,
"Belphomet, Worldreaver",BP12-036EN,0,
"Daria, Infinity Witch",BP12-037EN,0,
"Regalore, Steel Chimera",BP12-038EN,0,
"Regalore, Steel Chimera",BP12-039EN,0,
"Melvie, Princess Witch",BP12-040EN,0,
Sorcery in Solidarity,BP12-041EN,0,
Chaos Wielder,BP12-042EN,0,
Chaos Wielder,BP12-043EN,0,
Rebel Against Fate,BP12-044EN,0,
Arcane Item Shop,BP12-045EN,0,
Gigahand Golem,BP12-046EN,0,
Gigahand Golem,BP12-047EN,0,
Device Diviner,BP12-048EN,0,
Mechabook Sorcerer,BP12-049EN,0,
Chain Lightning,BP12-050EN,0,
Mystic Absorption,BP12-051EN,0,
Shipsbane Plesiosaurus,BP12-052EN,0,
Shipsbane Plesiosaurus,BP12-053EN,0,
"Jerva, Wyrm Transcendent",BP12-054EN,0,
Steelcap Pachycephalosaurus,BP12-055EN,0,
Steelcap Pachycephalosaurus,BP12-056EN,0,
"Giselle, Mermaid Healer",BP12-057EN,0,
Cursed Furor,BP12-058EN,0,
Assault Dragoon,BP12-059EN,0,
Assault Dragoon,BP12-060EN,0,
Petalspine Stegosaurus,BP12-061EN,0,
Phoenix Howl,BP12-062EN,0,
Dragoon Medic,BP12-063EN,0,
Dragoon Medic,BP12-064EN,0,
Rockback Ankylosaurus,BP12-065EN,0,
Ruinous Dragon,BP12-066EN,0,
Dragon Aficionado,BP12-067EN,0,
Overwhelming Crush,BP12-068EN,0,
"Neun, Daybreak Vampire",BP12-069EN,0,
"Neun, Daybreak Vampire",BP12-070EN,0,
"Gremory, Death Teller",BP12-071EN,0,
Jackshovel Gravedigger,BP12-072EN,0,
Jackshovel Gravedigger,BP12-073EN,0,
"Medusa, Evil-Eyed Serpent",BP12-074EN,0,
Friends Forever,BP12-075EN,0,
"Liberté, Werewolf Pup",BP12-076EN,0,
"Liberté, Werewolf Pup",BP12-077EN,0,
Hellfire Hound,BP12-078EN,0,
Garnet Waltz,BP12-079EN,0,
Bloodstained Berserker,BP12-080EN,0,
Bloodstained Berserker,BP12-081EN,0,
Roly-Poly Mk I,BP12-082EN,0,
Mechasaw Deathbringer,BP12-083EN,0,
Ghoul,BP12-084EN,0,
Viper Lash,BP12-085EN,0,
"Rola, Inferno Dragoon",BP12-086EN,0,
"Rola, Inferno Dragoon",BP12-087EN,0,
"Charaton, Iceflame Priest",BP12-088EN,0,
"Gullias, Silverbeast Lord",BP12-089EN,0,
"Gullias, Silverbeast Lord",BP12-090EN,0,
Robowhip Reverend,BP12-091EN,0,
Major Prayers,BP12-092EN,0,
Holylight Convert,BP12-093EN,0,
Holylight Convert,BP12-094EN,0,
Smilecure Priest,BP12-095EN,0,
Salvation Ex Limonia,BP12-096EN,0,
Sol Sister,BP12-097EN,0,
Sol Sister,BP12-098EN,0,
Robowing Precant,BP12-099EN,0,
Fortune Fowl,BP12-100EN,0,
Pilgrims' Path,BP12-101EN,0,
Fiery Paean,BP12-102EN,0,
Natur Al'machinus,BP12-103EN,0,
Changewing Cherub,BP12-104EN,0,
Changewing Cherub,BP12-105EN,0,
Seraphic Blade,BP12-106EN,0,
Travelers' Respite,BP12-107EN,0,
Romantic Chanteuse,BP12-108EN,0,
Romantic Chanteuse,BP12-109EN,0,
Giving Gourmet,BP12-110EN,0,
Goblin Warpack,BP12-111EN,0,
Plucky Treasure Hunter,BP12-112EN,0,
Plucky Treasure Hunter,BP12-113EN,0,
Wayfaring Illustrator,BP12-114EN,0,
We've Got a Case!,BP12-115EN,0,
Shared Memories,BP12-EP01EN,0,
"Carbuncle, Immortal Jewel",BP12-P01EN,0,
"Carbuncle, Immortal Jewel",BP12-P02EN,0,
"Irene, Harvest Defender",BP12-P03EN,0,
"Nano, the Dawnblade",BP12-P04EN,0,
"Nano, the Dawnblade",BP12-P05EN,0,
Ivory Sword Dance,BP12-P06EN,0,
Chaos Wielder,BP12-P07EN,0,
Chaos Wielder,BP12-P08EN,0,
Arcane Item Shop,BP12-P09EN,0,
Steelcap Pachycephalosaurus,BP12-P10EN,0,
Steelcap Pachycephalosaurus,BP12-P11EN,0,
Phoenix Howl,BP12-P12EN,0,
Jackshovel Gravedigger,BP12-P13EN,0,
Jackshovel Gravedigger,BP12-P14EN,0,
Roly-Poly Mk I,BP12-P15EN,0,
"Gullias, Silverbeast Lord",BP12-P16EN,0,
"Gullias, Silverbeast Lord",BP12-P17EN,0,
Salvation Ex Limonia,BP12-P18EN,0,
Robowing Precant,BP12-P19EN,0,
Changewing Cherub,BP12-P20EN,0,
Changewing Cherub,BP12-P21EN,0,
Giving Gourmet,BP12-P22EN,0,
Wayfaring Illustrator,BP12-P23EN,0,
Carbuncle's Sparkle,BP12-P24EN,0,
Twilight Blade,BP12-P25EN,0,
Armored Tentacle,BP12-P26EN,0,
Assault Tentacle,BP12-P27EN,0,
Medusiana,BP12-P28EN,0,
Awakened Gaia,BP12-SL01EN,0,
Elf Queen of Abundant Life,BP12-SL02EN,0,
Elf Queen of Abundant Life,BP12-SL03EN,0,
Intertwined Resolve,BP12-SL04EN,0,
"Patrick, Rhiceros Knight",BP12-SL05EN,0,
"Patrick, Rhiceros Knight",BP12-SL06EN,0,
"Lecia, Sky Saber",BP12-SL07EN,0,
Stroke of Conviction,BP12-SL08EN,0,
"Belphomet, Worldreaver",BP12-SL09EN,0,
"Belphomet, Worldreaver",BP12-SL10EN,0,
"Daria, Infinity Witch",BP12-SL11EN,0,
Sorcery in Solidarity,BP12-SL12EN,0,
Rebel Against Fate,BP12-SL13EN,0,
Shipsbane Plesiosaurus,BP12-SL14EN,0,
Shipsbane Plesiosaurus,BP12-SL15EN,0,
"Jerva, Wyrm Transcendent",BP12-SL16EN,0,
Cursed Furor,BP12-SL17EN,0,
"Neun, Daybreak Vampire",BP12-SL18EN,0,
"Neun, Daybreak Vampire",BP12-SL19EN,0,
"Gremory, Death Teller",BP12-SL20EN,0,
Friends Forever,BP12-SL21EN,0,
Garnet Waltz,BP12-SL22EN,0,
"Rola, Inferno Dragoon",BP12-SL23EN,0,
"Rola, Inferno Dragoon",BP12-SL24EN,0,
"Charaton, Iceflame Priest",BP12-SL25EN,0,
Major Prayers,BP12-SL26EN,0,
Natur Al'machinus,BP12-SL27EN,0,
Carbuncle's Sparkle,BP12-T01EN,0,
Twilight Blade,BP12-T02EN,0,
Armored Tentacle,BP12-T03EN,0,
Assault Tentacle,BP12-T04EN,0,
Medusiana,BP12-T05EN,0,
Strikeform Golem,BP12-T06EN,0,
Guardform Golem,BP12-T07EN,0,
Forest Bat,BP12-T08EN,0,
Serpent,BP12-T09EN,0,
Assembly Droid,BP12-T10EN,0,
Repair Mode,BP12-T11EN,0,
Naterran Great Tree,BP12-T12EN,0,
Elf Queen of Abundant Life,BP12-U01EN,0,
"Lecia, Sky Saber",BP12-U02EN,0,
"Daria, Infinity Witch",BP12-U03EN,0,
Shipsbane Plesiosaurus,BP12-U04EN,0,
"Gremory, Death Teller",BP12-U05EN,0,
"Rola, Inferno Dragoon",BP12-U06EN,0,
Natur Al'machinus,BP12-U07EN,0,
"Sekka, Fatebound Fox",BP13-001EN,0,
"Sekka, Ninefold Blaze",BP13-002EN,0,
"Aria, Miasma Fairy",BP13-003EN,0,
"Aria, Miasma Fairy",BP13-004EN,0,
"Nelcha, Fashion Hazard",BP13-005EN,0,
"Nelcha, Fashion Hazard",BP13-006EN,0,
"Spinaria, Keeper of the End",BP13-007EN,0,
Resolve of the Nine-Tailed Fox,BP13-008EN,0,
Sunbright Elf,BP13-009EN,0,
Sunbright Elf,BP13-010EN,0,
Wildwood Warrior,BP13-011EN,0,
Tree of Wonders,BP13-012EN,0,
Fairy Slugger,BP13-013EN,0,
Fairy Slugger,BP13-014EN,0,
Edgy Elf,BP13-015EN,0,
Gazania Fox,BP13-016EN,0,
Tower Root Giant,BP13-017EN,0,
Feybolt Archer,BP13-018EN,0,
"Albert, Thunderous Doom",BP13-019EN,0,
"Albert, Thunderous Doom",BP13-020EN,0,
Magna Zero,BP13-021EN,0,
"Sera, Maiden of the Dawn",BP13-022EN,0,
"Sera, Maiden of the Dawn",BP13-023EN,0,
Homebound Infantryman,BP13-024EN,0,
Levin Justice,BP13-025EN,0,
"Lounes, Levin Apprentice",BP13-026EN,0,
"Lounes, Levin Apprentice",BP13-027EN,0,
"Jeno, Fanged Tyrant",BP13-028EN,0,
Cat Admiral,BP13-029EN,0,
"Mina, Levin Vice Leader",BP13-030EN,0,
"Mina, Levin Vice Leader",BP13-031EN,0,
"Mona, Levin Mage",BP13-032EN,0,
"Mena, Levin Duelist",BP13-033EN,0,
Icyclone,BP13-034EN,0,
Meet the Levin Sisters!,BP13-035EN,0,
"Anne, Mysterian Imperatrix",BP13-036EN,0,
"Ghios, Sparkling Prism",BP13-037EN,0,
"Ghios, Sparkling Prism",BP13-038EN,0,
Rending Blast,BP13-039EN,0,
"Mileka, Celestial Seer",BP13-040EN,0,
"Mileka, Celestial Seer",BP13-041EN,0,
"Grea, Scorching Fury",BP13-042EN,0,
Whims of Chaos,BP13-043EN,0,
Grimoire Sorcerer,BP13-044EN,0,
Grimoire Sorcerer,BP13-045EN,0,
Hurricane Golem,BP13-046EN,0,
Riven Earth,BP13-047EN,0,
Magical Squirrel,BP13-048EN,0,
Magical Squirrel,BP13-049EN,0,
Art Society Magus,BP13-050EN,0,
Cat Summoner,BP13-051EN,0,
Arcane Duplication,BP13-052EN,0,
Sacrifice,BP13-053EN,0,
"Drache, Fiery Dragonlord",BP13-054EN,0,
"Drache, Fiery Dragonlord",BP13-055EN,0,
"Forte, Sovereign Supreme",BP13-056EN,0,
Godfire Phoenix,BP13-057EN,0,
Godfire Phoenix,BP13-058EN,0,
"Roy, Dragonreaver",BP13-059EN,0,
Howling Conflagration,BP13-060EN,0,
Flame Pillar Dragonewt,BP13-061EN,0,
Flame Pillar Dragonewt,BP13-062EN,0,
Empyreal Dragon,BP13-063EN,0,
Scalebound Plight,BP13-064EN,0,
Margarite Mermaid,BP13-065EN,0,
Margarite Mermaid,BP13-066EN,0,
Earthen Dragonewt,BP13-067EN,0,
Twinblade Dragonfolk,BP13-068EN,0,
Coral Shark,BP13-069EN,0,
Beating of the Dragonwings,BP13-070EN,0,
"Aluzard, Timeworn Vampire",BP13-071EN,0,
"Aluzard, Timeworn Vampire",BP13-072EN,0,
"Laura, Crimson Strife",BP13-073EN,0,
"Ceres, Bride of the Night",BP13-074EN,0,
"Ceres, Bride of the Night",BP13-075EN,0,
"Kagero, Swordbound Soul",BP13-076EN,0,
"Chris, Beyond the Patch",BP13-077EN,0,
"Liberté, Unchained Wolf",BP13-078EN,0,
"Liberté, Unchained Wolf",BP13-079EN,0,
Silversteel Blader,BP13-080EN,0,
Soulstrike,BP13-081EN,0,
Linkstaff Necromancer,BP13-082EN,0,
Linkstaff Necromancer,BP13-083EN,0,
Noble Phantom,BP13-084EN,0,
Bandage Connoisseur,BP13-085EN,0,
Ghastly Banishment,BP13-086EN,0,
Sanguine Necklace,BP13-087EN,0,
"Jeanne, Despair's Maiden",BP13-088EN,0,
"Jeanne, Despair's Maiden",BP13-089EN,0,
"Jatelant, God of Prosperity",BP13-090EN,0,
Lunerian Paladin,BP13-091EN,0,
Lunerian Paladin,BP13-092EN,0,
Absolute Tolerance,BP13-093EN,0,
Westmuenster Abbey,BP13-094EN,0,
"Pyne, Twisted Justice",BP13-095EN,0,
"Pyne, Twisted Justice",BP13-096EN,0,
Thornclad Arbiter,BP13-097EN,0,
Gods' Loving Smite,BP13-098EN,0,
Charitable Al-mi'raj,BP13-099EN,0,
Charitable Al-mi'raj,BP13-100EN,0,
Prismawing Featherfolk,BP13-101EN,0,
Turquoise Sister,BP13-102EN,0,
Sacred Groundskeeper,BP13-103EN,0,
Sealed Tome,BP13-104EN,0,
Sahaquiel & Israfil,BP13-105EN,0,
Sahaquiel & Israfil,BP13-106EN,0,
Planetary Fracture,BP13-107EN,0,
"Miriam, Mutinous Being",BP13-108EN,0,
"Miriam, Mutinous Being",BP13-109EN,0,
"Grimnir, Voidwrought Wind",BP13-110EN,0,
Frostfire,BP13-111EN,0,
Managrocer,BP13-112EN,0,
Managrocer,BP13-113EN,0,
Goddess of Rebirth,BP13-114EN,0,
Dogged Detective,BP13-115EN,0,
Armored Goblin,BP13-116EN,0,
Armored Goblin,BP13-117EN,0,
Fallen Harpist,BP13-118EN,0,
Retracing the Past,BP13-119EN,0,
"Spinaria, Keeper of the End",BP13-P01EN,0,
Sunbright Elf,BP13-P02EN,0,
Sunbright Elf,BP13-P03EN,0,
Gazania Fox,BP13-P04EN,0,
Levin Justice,BP13-P05EN,0,
"Lounes, Levin Apprentice",BP13-P06EN,0,
"Lounes, Levin Apprentice",BP13-P07EN,0,
Icyclone,BP13-P08EN,0,
"Grea, Scorching Fury",BP13-P09EN,0,
Grimoire Sorcerer,BP13-P10EN,0,
Grimoire Sorcerer,BP13-P11EN,0,
Sacrifice,BP13-P12EN,0,
"Roy, Dragonreaver",BP13-P13EN,0,
Flame Pillar Dragonewt,BP13-P14EN,0,
Flame Pillar Dragonewt,BP13-P15EN,0,
Twinblade Dragonfolk,BP13-P16EN,0,
"Ceres, Bride of the Night",BP13-P17EN,0,
"Ceres, Bride of the Night",BP13-P18EN,0,
Soulstrike,BP13-P19EN,0,
Ghastly Banishment,BP13-P20EN,0,
Absolute Tolerance,BP13-P21EN,0,
Thornclad Arbiter,BP13-P22EN,0,
Gods' Loving Smite,BP13-P23EN,0,
Turquoise Sister,BP13-P24EN,0,
"Grimnir, Voidwrought Wind",BP13-P25EN,0,
Managrocer,BP13-P26EN,0,
Managrocer,BP13-P27EN,0,
Fallen Harpist,BP13-P28EN,0,
Anne's Summoning,BP13-P29EN,0,
Resentful Blaze,BP13-P30EN,0,
Blood Arts,BP13-P31EN,0,
Darkest Desire,BP13-P32EN,0,
"Sekka, Fatebound Fox",BP13-SL01EN,0,
"Sekka, Ninefold Blaze",BP13-SL02EN,0,
"Aria, Miasma Fairy",BP13-SL03EN,0,
"Aria, Miasma Fairy",BP13-SL04EN,0,
"Albert, Thunderous Doom",BP13-SL05EN,0,
"Albert, Thunderous Doom",BP13-SL06EN,0,
Magna Zero,BP13-SL07EN,0,
"Anne, Mysterian Imperatrix",BP13-SL08EN,0,
"Ghios, Sparkling Prism",BP13-SL09EN,0,
"Ghios, Sparkling Prism",BP13-SL10EN,0,
Rending Blast,BP13-SL11EN,0,
"Drache, Fiery Dragonlord",BP13-SL12EN,0,
"Drache, Fiery Dragonlord",BP13-SL13EN,0,
"Forte, Sovereign Supreme",BP13-SL14EN,0,
"Aluzard, Timeworn Vampire",BP13-SL15EN,0,
"Aluzard, Timeworn Vampire",BP13-SL16EN,0,
"Laura, Crimson Strife",BP13-SL17EN,0,
"Jeanne, Despair's Maiden",BP13-SL18EN,0,
"Jeanne, Despair's Maiden",BP13-SL19EN,0,
"Jatelant, God of Prosperity",BP13-SL20EN,0,
Sahaquiel & Israfil,BP13-SL21EN,0,
Sahaquiel & Israfil,BP13-SL22EN,0,
Planetary Fracture,BP13-SL23EN,0,
"Sekka, Ninefold Blaze",BP13-SP01EN,0,
Jeanne d'Arc,BP13-SP02EN,0,
Anne's Summoning,BP13-T01EN,0,
